ID, date, average, transport, household, clothing, health, food, transport_walking, transport_car, transport_train, transport_bus, transport_plane, household_heating, household_electricity, household_furnishings, household_lighting, clothing_fastfashion, clothing_sustainable, health_medicines, health_scans, food_meat, food_fish, food_dairy, food_oils
high,2021-07-08 01:22:15,2776.07,916.1,777.3,360.89,333.13,388.65,210.7,146.58,164.9,119.09,146.58,139.91,171.01,209.87,256.51,227.36,133.53,116.6,216.53,167.12,50.52,81.62,89.39
low,2021-08-16 05:34:57,1449.37,478.29,391.33,231.9,173.92,173.92,95.66,143.49,66.96,57.39,66.96,54.79,90.01,121.31,125.23,157.69,74.21,67.83,106.09,99.13,29.57,27.83,17.39
average,2021-05-15 05:51:14,2211.23,751.82,641.26,221.12,287.46,309.57,120.29,157.88,142.85,157.88,112.77,166.73,96.19,224.44,153.9,150.36,70.76,169.6,117.86,142.4,52.63,58.82,55.72
high,2021-06-10 12:49:28,2456.33,712.34,884.28,245.63,319.32,294.76,99.73,113.97,78.36,170.96,113.97,185.7,212.23,274.13,212.23,135.1,110.53,229.91,89.41,106.11,58.95,70.74,58.95
low,2020-12-20 02:23:26,1666.79,483.37,616.71,166.68,266.69,133.34,96.67,135.34,67.67,67.67,58.0,166.51,148.01,160.34,141.84,111.68,55.0,170.68,96.01,69.34,20.0,24.0,20.0
average,2021-02-08 07:35:26,2212.19,575.17,707.9,221.22,398.19,309.71,138.04,138.04,97.78,63.27,63.27,134.5,212.37,184.05,176.98,139.37,81.85,147.33,250.86,213.7,49.55,37.17,9.29
high,2020-12-25 15:47:55,2714.68,760.11,868.7,325.76,407.2,352.91,76.01,159.62,106.42,167.22,144.42,165.05,251.92,199.8,251.92,175.91,149.85,187.31,219.89,229.39,31.76,31.76,59.99
low,2021-01-14 12:07:30,1613.62,629.31,484.09,112.95,209.77,177.5,88.1,176.21,119.57,69.22,113.28,130.7,111.34,116.18,125.86,63.25,49.7,134.25,75.52,69.23,46.15,35.5,26.62
average,2021-01-02 16:49:24,2239.56,851.03,895.82,179.16,246.35,67.19,229.78,221.27,127.65,119.14,42.55,107.5,304.58,286.66,197.08,112.87,66.29,103.47,142.88,46.36,6.05,7.39,7.39
high,2020-09-30 16:43:20,2698.07,755.46,890.36,350.75,350.75,350.75,158.65,105.76,113.32,128.43,135.98,115.75,293.82,240.4,240.4,189.41,161.34,150.82,199.93,217.47,56.12,56.12,21.04
low,2021-03-17 03:45:31,1403.34,421.0,519.24,182.43,140.33,140.33,75.78,122.09,46.31,50.52,84.2,135.0,140.19,119.43,124.62,114.93,67.5,87.0,53.33,72.97,21.05,30.87,15.44
average,2020-09-16 06:13:43,2257.29,767.48,880.34,203.16,112.86,293.45,99.77,153.5,99.77,138.15,115.12,193.67,255.3,167.26,264.1,109.71,93.45,28.22,84.64,76.3,67.49,55.76,93.9
high,2020-10-12 18:14:10,2462.7,861.94,886.57,320.15,197.02,197.02,172.39,258.58,146.53,112.05,94.81,186.18,221.64,239.37,239.37,211.3,108.85,61.08,135.94,90.63,41.37,35.46,29.55
low,2021-07-08 20:13:16,1882.6,545.95,489.48,244.74,282.39,320.04,92.81,152.87,76.43,54.6,92.81,63.63,141.95,141.95,141.95,134.61,110.13,155.31,127.08,185.62,28.8,60.81,44.81
average,2021-05-03 20:03:43,2237.91,581.86,805.65,313.31,380.44,156.65,122.19,168.74,58.19,64.0,58.19,96.68,265.86,225.58,217.53,187.99,125.32,186.42,194.02,104.96,18.8,14.1,18.8
high,2021-01-18 07:15:05,2945.41,1030.89,883.62,382.9,324.0,324.0,298.96,206.18,206.18,72.16,134.02,220.91,159.05,291.59,212.07,222.08,160.82,217.08,106.92,132.84,68.04,74.52,48.6
low,2021-06-29 11:27:45,1899.53,664.84,607.85,189.95,113.97,322.92,99.73,166.21,93.08,132.97,113.02,79.02,158.04,206.67,164.12,106.37,83.58,74.08,39.89,216.36,41.98,38.75,25.83
average,2021-01-18 13:01:17,2193.92,811.75,636.24,241.33,285.21,219.39,219.17,170.47,89.29,162.35,89.29,127.25,146.34,171.78,190.87,130.32,111.01,154.01,131.2,68.01,57.04,39.49,54.85
high,2021-04-19 00:46:48,2620.88,943.52,812.47,131.04,366.92,366.92,169.83,169.83,188.7,113.22,160.4,138.12,251.87,194.99,227.49,79.93,51.11,245.84,121.08,271.52,47.7,29.35,18.35
low,2020-09-28 16:22:48,1203.35,361.0,457.27,108.3,108.3,168.47,54.15,90.25,57.76,39.71,57.76,132.61,132.61,105.17,86.88,69.31,38.99,70.39,37.9,117.93,13.48,13.48,23.59
average,2020-11-23 08:13:29,2215.95,864.22,642.63,199.44,310.23,199.44,250.62,146.92,164.2,86.42,112.35,128.53,167.08,167.08,179.94,115.68,83.76,83.76,226.47,105.7,23.93,21.94,47.87
high,2021-05-11 18:03:31,3050.92,823.75,1037.31,488.15,274.58,427.13,140.04,123.56,156.51,131.8,123.56,155.6,290.45,300.82,290.45,327.06,161.09,197.7,76.88,187.94,72.61,76.88,89.7
low,2020-09-28 23:00:13,1459.43,394.05,510.8,189.73,218.91,145.94,102.45,74.87,43.35,51.23,70.93,66.4,158.35,143.02,143.02,102.45,87.28,81.0,137.91,74.43,29.19,24.81,17.51
average,2021-04-18 17:21:35,2207.05,860.75,816.61,154.49,242.78,132.42,189.36,86.08,103.29,154.94,172.15,195.99,204.15,204.15,212.32,103.51,50.98,82.55,160.23,83.42,17.21,17.21,14.57
high,2021-04-20 06:43:17,2600.08,728.02,910.03,234.01,494.02,234.01,131.04,174.72,116.48,131.04,87.36,236.61,245.71,154.71,273.01,145.09,88.92,182.79,311.23,79.56,37.44,72.54,44.46
low,2021-05-09 09:02:29,1606.59,401.65,465.91,224.92,240.99,273.12,112.46,112.46,72.3,36.15,28.12,135.11,116.48,107.16,107.16,128.2,96.72,173.51,67.48,147.48,43.7,43.7,38.24
average,2021-01-14 13:10:56,2219.15,776.7,554.79,288.49,244.11,355.06,108.74,139.81,139.81,147.57,132.04,149.79,138.7,138.7,127.6,170.21,118.28,163.55,80.56,248.54,35.51,46.16,24.85
high,2021-02-15 20:43:03,2622.56,655.64,708.09,445.84,393.38,419.61,85.23,124.57,85.23,124.57,118.02,134.54,148.7,198.27,226.59,258.59,187.25,279.3,114.08,193.02,88.12,67.14,71.33
low,2021-02-09 00:34:43,1870.57,486.35,729.52,130.94,280.59,243.17,102.13,145.91,77.82,63.23,53.5,167.79,204.27,189.68,167.79,79.87,51.07,207.64,72.95,126.45,36.48,43.77,36.48
average,2020-10-08 11:28:37,2250.34,652.6,652.6,157.52,337.55,450.07,110.94,156.62,65.26,104.42,78.31,189.25,84.84,137.05,241.46,105.54,51.98,216.03,121.52,265.54,58.51,76.51,49.51
high,2021-03-25 15:23:40,3199.71,1247.89,991.91,319.97,415.96,223.98,149.75,361.89,237.1,187.18,162.23,297.57,267.82,178.54,247.98,211.18,108.79,187.18,228.78,120.95,35.84,15.68,51.52
low,2020-12-25 14:06:26,1769.45,601.61,690.09,141.56,247.72,88.47,108.29,180.48,102.27,72.19,102.27,138.02,151.82,220.83,179.42,76.44,65.12,163.5,84.22,59.27,7.08,8.85,13.27
average,2021-03-08 01:57:45,2220.2,821.47,643.86,333.03,222.02,199.82,106.79,123.22,131.44,188.94,180.72,109.46,193.16,180.28,160.96,233.12,99.91,148.75,73.27,85.92,27.97,39.96,45.96
high,2021-06-06 00:57:34,2961.15,1184.46,799.51,384.95,266.5,325.73,189.51,343.49,130.29,142.14,201.36,127.92,239.85,263.84,167.9,246.37,138.58,111.93,154.57,140.06,55.37,55.37,74.92
low,2020-12-27 04:42:15,1686.2,657.62,556.45,134.9,134.9,202.34,118.37,144.68,105.22,111.8,92.07,66.77,161.37,161.37,166.94,80.94,53.96,66.1,68.8,119.38,36.42,24.28,22.26
average,2021-05-04 09:15:08,2204.55,837.73,573.18,154.32,308.64,330.68,100.53,234.56,108.9,92.15,167.55,85.98,143.29,166.22,177.69,94.14,60.18,188.27,120.37,218.25,42.99,33.07,36.37
high,2020-09-29 07:19:14,3182.91,795.73,923.04,286.46,572.92,604.75,222.8,190.98,79.57,103.44,103.44,147.69,212.3,239.99,323.06,151.82,134.64,275.0,297.92,344.71,102.81,78.62,78.62
low,2021-06-06 09:52:34,1778.74,586.98,515.83,213.45,249.02,213.45,93.92,105.66,111.53,93.92,99.79,123.8,165.07,103.17,123.8,110.99,102.46,104.59,144.43,113.13,34.15,29.88,36.29
average,2021-08-12 11:04:44,2262.24,791.78,769.16,248.85,339.34,113.11,102.93,134.6,126.68,150.44,142.52,176.91,207.67,184.6,199.98,129.4,119.45,135.74,203.6,63.34,14.7,21.49,13.57
high,2021-06-26 05:04:52,2887.45,1068.36,837.36,346.49,375.37,259.87,267.09,192.3,117.52,96.15,192.3,133.98,184.22,234.46,284.7,187.1,159.39,270.27,105.1,137.73,33.78,38.98,49.38
low,2021-01-03 06:57:03,1794.32,592.13,610.07,215.32,215.32,161.49,71.06,71.06,59.21,130.27,112.5,164.72,170.82,140.32,134.22,114.12,101.2,142.11,73.21,113.04,20.99,12.92,14.53
average,2021-07-27 22:53:07,2241.9,784.66,605.31,201.77,381.12,269.03,94.16,219.7,125.55,86.31,141.24,133.17,175.54,145.27,151.33,104.92,96.85,285.84,95.28,156.04,24.21,48.43,40.35
high,2021-06-20 23:04:50,3117.13,810.45,1091.0,405.23,498.74,311.71,218.82,129.67,162.09,121.57,81.05,185.47,283.66,294.57,327.3,275.56,129.67,289.27,209.47,112.22,77.93,74.81,46.76
low,2021-02-01 13:46:38,1852.2,629.75,722.36,203.74,111.13,185.22,138.54,100.76,69.27,144.84,62.98,137.25,166.14,231.16,187.81,126.32,77.42,62.23,48.9,131.51,16.67,20.37,16.67
average,2021-01-21 21:29:46,2265.3,702.24,860.81,339.79,226.53,135.92,77.25,140.45,112.36,126.4,126.4,223.81,215.2,232.42,189.38,203.87,135.92,99.67,126.86,33.98,32.62,36.7,32.62
high,2020-12-27 20:56:17,2807.47,1010.69,1066.84,168.45,252.67,308.82,282.99,212.24,131.39,131.39,101.07,256.04,202.7,245.37,362.73,111.18,57.27,156.66,96.01,222.35,40.15,21.62,24.71
low,2020-10-19 15:55:59,1454.29,421.74,392.66,218.14,189.06,232.69,109.65,118.09,63.26,25.3,33.74,51.05,121.72,149.21,70.68,141.79,76.35,68.06,121.0,114.02,39.56,46.54,32.58
average,2020-12-27 04:25:06,2221.76,888.7,844.27,133.31,288.83,66.65,239.95,222.18,151.08,106.64,79.98,118.2,202.62,270.17,253.28,74.65,58.66,167.52,121.31,31.33,12.66,10.66,12.0
high,2020-09-26 22:05:31,3011.5,1204.6,1114.25,271.03,210.81,210.81,301.15,132.51,168.64,204.78,216.83,311.99,311.99,200.56,289.7,162.62,108.41,82.22,128.59,134.92,27.41,21.08,27.41
low,2021-03-24 22:15:06,1560.68,561.84,405.78,234.1,187.28,171.67,146.08,123.6,67.42,44.95,78.66,101.44,101.44,97.39,105.5,147.48,86.62,110.5,76.78,90.99,29.18,29.18,22.32
average,2021-03-06 10:27:45,2174.85,674.2,848.19,260.98,195.74,195.74,182.03,141.58,107.87,74.16,101.13,195.08,220.53,220.53,212.05,151.37,109.61,111.57,84.17,125.27,27.4,19.57,23.49
high,2021-08-06 15:55:24,3111.24,902.26,1057.82,373.35,373.35,404.46,135.34,225.56,171.43,135.34,90.23,137.52,317.35,264.45,338.5,250.14,123.21,265.08,108.27,246.72,28.31,56.62,72.8
low,2021-08-27 20:54:11,1801.69,594.56,468.44,144.14,252.24,342.32,112.97,101.08,112.97,95.13,89.18,117.11,103.06,145.22,103.06,87.93,56.21,88.28,163.96,130.08,82.16,61.62,68.46
average,2021-02-05 20:40:20,2188.57,678.46,766.0,262.63,240.74,240.74,176.4,196.75,81.42,81.42,47.49,137.88,237.46,145.54,245.12,165.46,97.17,154.07,86.67,93.89,50.56,62.59,33.7
high,2021-04-30 02:23:37,2596.99,727.16,701.19,441.49,363.58,363.58,79.99,159.98,94.53,130.89,130.89,119.2,175.3,189.32,217.37,260.48,181.01,210.88,152.7,232.69,50.9,43.63,36.36
low,2021-04-22 01:11:54,1458.95,539.81,408.51,189.66,145.9,175.07,70.18,124.16,97.17,64.78,80.97,44.94,134.81,138.89,89.87,108.11,81.55,90.46,55.44,122.55,19.26,22.76,10.5
average,2020-10-24 00:46:52,2230.22,780.58,847.48,178.42,133.81,289.93,187.34,234.17,93.67,85.86,85.86,135.6,186.45,271.19,254.24,121.33,57.09,56.2,77.61,165.26,55.09,40.59,28.99
high,2020-10-09 23:40:13,2656.07,849.94,956.19,398.41,212.49,239.05,118.99,135.99,152.99,169.99,152.99,200.8,286.86,248.61,219.92,266.93,131.48,140.24,72.25,155.38,26.3,23.91,33.47
low,2021-05-05 23:55:33,1406.54,506.35,450.09,168.78,168.78,112.52,50.64,151.91,70.89,65.83,70.89,85.52,117.02,103.52,144.03,102.96,65.82,67.51,101.27,56.26,25.88,14.63,15.75
average,2020-11-14 22:06:34,2235.33,603.54,827.07,245.89,335.3,223.53,96.57,181.06,66.39,114.67,78.46,157.14,264.66,124.06,281.2,132.78,113.11,187.77,147.53,89.41,46.94,49.18,38.0
high,2020-11-11 13:36:40,2903.04,958.0,754.79,377.4,435.46,377.4,182.02,143.7,143.7,182.02,143.7,196.25,143.41,203.79,211.34,230.21,147.19,200.31,235.15,135.86,67.93,90.58,83.03
low,2020-09-11 01:17:45,1466.78,410.7,498.71,220.02,176.01,161.35,98.57,57.5,65.71,73.93,49.28,114.7,84.78,109.72,189.51,118.81,101.21,95.05,80.96,48.4,41.95,40.34,30.66
average,2021-05-03 12:13:42,2227.27,601.36,601.36,311.82,289.55,423.18,132.3,84.19,96.22,102.23,108.24,102.23,174.39,144.33,180.41,187.09,124.73,194.0,95.55,262.37,46.55,63.48,50.78
high,2021-04-24 15:31:07,2707.24,1055.82,1001.68,324.87,135.36,189.51,179.49,274.51,158.37,190.05,147.81,250.42,190.32,230.39,330.55,224.16,100.71,83.92,51.44,102.34,15.16,28.43,43.59
low,2021-03-28 21:11:19,1654.64,595.67,463.3,165.46,198.56,231.65,59.57,107.22,119.13,65.52,142.96,134.36,101.93,129.72,97.29,86.04,79.42,117.15,81.41,129.72,23.17,46.33,32.43
average,2020-12-04 18:10:52,2187.27,634.31,678.05,371.84,218.73,284.35,69.77,164.92,69.77,152.23,101.49,122.05,169.51,203.42,183.07,193.36,178.48,69.99,148.74,150.71,48.34,39.81,45.5
high,2021-04-04 03:15:39,2880.84,1008.29,1152.34,86.43,259.28,374.51,120.99,181.49,120.99,252.07,201.66,276.56,288.08,311.13,276.56,55.32,31.11,147.79,111.49,232.2,33.71,33.71,74.9
low,2021-02-15 09:23:28,1415.16,382.09,495.31,254.73,141.52,141.52,95.52,84.06,45.85,57.31,49.67,108.97,104.02,158.5,123.83,152.84,101.89,73.59,67.93,46.7,29.72,28.3,36.8
average,2021-04-25 11:25:46,2200.27,550.07,682.08,418.05,286.03,264.03,88.01,121.02,88.01,66.01,115.51,170.52,136.42,279.65,95.49,288.45,129.6,151.6,134.43,192.74,34.32,21.12,15.84
high,2020-09-09 06:54:49,2591.36,1010.63,725.58,440.53,207.31,207.31,232.44,171.81,131.38,161.7,181.91,166.88,224.93,174.14,159.63,303.97,136.56,136.82,70.49,87.07,43.54,31.1,45.61
low,2021-01-04 10:48:35,1255.69,464.61,351.59,125.57,100.46,213.47,116.15,55.75,88.28,65.05,69.69,59.77,73.83,91.41,126.57,76.6,48.97,75.34,25.11,147.29,23.48,19.21,23.48
average,2021-06-17 04:18:37,2174.21,760.97,847.94,260.9,152.19,152.19,136.97,159.8,106.54,144.58,114.15,195.03,254.38,178.07,220.46,156.54,104.36,109.58,42.61,50.22,27.39,33.48,41.09
high,2021-03-26 02:01:24,2607.36,756.13,782.21,443.25,260.74,365.03,113.42,204.16,143.66,83.17,98.3,93.87,312.88,148.62,226.84,234.92,208.33,109.51,151.23,127.76,98.56,76.66,62.06
low,2020-09-20 12:28:03,1888.6,698.78,604.35,169.97,169.97,245.52,167.71,188.67,125.78,69.88,55.9,90.65,175.26,205.48,132.96,105.38,64.59,57.79,112.18,61.38,56.47,63.84,63.84
average,2020-10-29 23:18:36,2206.82,816.52,728.25,308.96,176.55,176.55,220.46,220.46,146.97,81.65,65.32,116.52,182.06,211.19,218.48,166.84,142.12,132.41,44.14,90.04,31.78,22.95,31.78
high,2021-01-19 08:28:30,3071.06,921.32,1074.87,307.11,368.53,399.24,128.98,211.9,101.35,138.2,193.48,322.46,257.97,268.72,225.72,187.34,119.77,265.34,103.19,287.45,39.92,35.93,35.93
low,2020-09-15 17:17:04,1463.98,483.11,585.59,117.12,117.12,161.04,101.45,96.62,57.97,43.48,96.62,128.83,134.69,169.82,152.25,72.61,44.51,66.76,50.36,96.62,30.6,9.66,24.16
average,2021-03-01 10:12:59,2258.93,564.73,632.5,384.02,406.61,271.07,73.41,73.41,107.3,118.59,73.41,132.82,139.15,196.08,164.45,226.57,157.45,276.49,130.12,92.16,46.08,59.64,73.19
high,2021-07-09 09:55:52,3034.5,788.97,788.97,637.25,424.83,394.49,228.8,94.68,94.68,126.24,126.24,205.13,189.35,228.8,165.68,433.33,203.92,297.38,127.45,244.58,47.34,47.34,55.23
low,2020-11-10 11:39:01,1467.47,425.57,513.61,234.8,102.72,190.77,102.14,76.6,59.58,72.35,59.58,118.13,164.36,123.27,107.86,140.88,93.92,76.01,26.71,127.82,22.89,28.62,11.45
average,2021-06-01 01:53:33,2239.6,828.65,582.3,291.15,201.56,335.94,248.59,157.44,132.58,91.15,58.01,75.7,163.04,186.34,157.22,160.13,131.02,112.87,88.69,191.49,33.59,50.39,60.47
high,2021-07-18 10:33:26,2558.45,869.87,921.04,230.26,255.84,281.43,86.99,243.56,95.69,104.38,165.28,138.16,175.0,359.21,248.68,154.27,75.99,84.43,171.41,84.43,67.54,61.91,67.54
low,2021-03-11 16:09:42,1541.6,400.82,416.23,277.49,200.41,246.66,104.21,52.11,44.09,96.2,40.08,79.08,104.06,99.9,133.19,147.07,130.42,72.15,128.26,180.06,24.67,17.27,24.67
average,2020-09-15 16:13:53,2245.14,561.29,740.9,336.77,269.42,336.77,101.03,61.74,67.35,140.32,112.26,207.45,185.22,148.18,200.04,175.12,161.65,129.32,140.1,104.4,84.19,80.82,67.35
high,2021-08-28 06:07:55,2703.91,919.33,919.33,324.47,243.35,297.43,229.83,137.9,165.48,101.13,128.71,220.64,220.64,257.41,220.64,217.39,107.08,80.31,163.04,113.02,68.41,50.56,65.43
low,2020-12-22 10:06:03,1265.42,329.01,354.32,202.47,189.81,189.81,95.41,82.25,52.64,32.9,42.77,53.15,92.12,116.93,92.12,139.7,62.77,89.21,100.6,89.21,24.68,45.55,30.37
average,2021-04-01 02:08:19,2257.64,722.44,812.75,225.76,203.19,293.49,151.71,158.94,108.37,122.81,65.02,81.28,235.7,227.57,268.21,124.17,101.59,107.69,95.5,217.18,26.41,26.41,23.48
high,2021-07-05 09:08:55,2940.53,1029.19,882.16,235.24,441.08,352.86,195.55,185.25,144.09,174.96,216.13,158.79,255.83,264.65,202.9,129.38,105.86,202.9,238.18,194.07,63.51,49.4,45.87
low,2020-09-30 08:05:02,1477.74,428.54,576.32,147.77,147.77,177.33,68.57,119.99,51.42,47.14,85.71,149.84,132.55,155.61,138.32,90.14,57.63,66.5,81.27,49.65,49.65,37.24,40.79
average,2021-04-25 23:09:36,2171.16,716.48,673.06,260.54,130.27,390.81,157.63,157.63,114.64,85.98,107.47,94.23,208.65,175.0,195.19,177.17,83.37,71.65,58.62,289.2,39.08,23.45,39.08
high,2021-01-15 09:36:36,2542.92,686.59,864.59,152.58,534.01,305.15,116.72,68.66,102.99,116.72,151.05,216.15,198.86,207.5,242.09,88.5,64.08,144.18,389.83,143.42,39.67,67.13,54.93
low,2021-02-01 07:45:56,1846.38,480.06,683.16,276.96,184.64,221.57,67.21,72.01,81.61,96.01,86.41,143.46,225.44,150.3,163.96,171.72,105.24,66.47,118.17,144.02,19.94,31.02,26.59
average,2021-07-24 16:45:11,2170.71,846.58,868.29,108.54,173.66,173.66,118.52,186.25,143.92,160.85,135.45,234.44,173.66,225.76,234.44,72.72,35.82,48.62,125.04,121.56,10.42,17.37,24.31
high,2021-08-19 23:04:18,2692.46,996.21,726.96,350.02,323.1,296.17,219.17,109.58,159.39,159.39,149.43,138.12,210.82,210.82,167.2,206.51,143.51,109.85,213.25,142.16,65.16,32.58,56.27
low,2021-02-21 07:37:24,1806.4,505.79,541.92,162.58,270.96,325.15,91.04,106.22,85.98,65.75,50.58,59.61,178.83,130.06,173.41,105.68,56.9,151.74,119.22,191.84,45.52,55.28,32.52
average,2020-11-13 17:52:22,2257.15,880.29,632.0,270.86,270.86,203.14,140.85,228.88,176.06,132.04,114.44,69.52,183.28,214.88,164.32,170.64,100.22,89.38,181.48,77.19,30.47,42.66,52.82
high,2021-02-13 00:48:49,3057.04,947.68,1100.53,397.42,213.99,397.42,217.97,255.87,170.58,85.29,94.77,242.12,308.15,275.13,275.13,206.66,190.76,96.3,117.69,290.12,39.74,27.82,39.74
low,2021-01-12 14:24:47,1893.75,700.69,492.38,321.94,265.12,113.62,182.18,133.13,112.11,63.06,112.11,113.25,118.17,108.32,152.64,173.85,148.09,84.84,180.28,73.85,12.5,15.91,11.36
average,2021-02-26 16:04:20,2245.01,740.85,695.95,359.2,134.7,314.3,200.03,200.03,140.76,44.45,88.9,104.39,153.11,229.66,208.78,197.56,161.64,88.9,45.8,157.15,62.86,53.43,40.86
high,2021-05-19 14:29:51,3132.36,1127.65,908.38,563.82,219.27,313.24,112.77,135.32,191.7,191.7,270.64,154.42,236.18,236.18,281.6,343.93,219.89,144.72,74.55,231.8,31.32,43.85,6.26
low,2021-01-14 21:32:45,1930.45,540.53,540.53,347.48,270.26,231.65,156.75,64.86,97.3,64.86,59.46,118.92,118.92,140.54,162.16,222.39,125.09,151.35,118.91,125.09,34.75,27.8,44.01
average,2021-06-08 14:09:47,2217.91,820.63,643.19,177.43,243.97,332.69,131.3,180.54,106.68,114.89,155.92,115.77,192.96,160.8,173.66,92.26,85.17,95.15,148.82,226.23,49.9,29.94,26.62
high,2021-08-03 04:09:03,2816.76,1042.2,788.69,281.68,253.51,450.68,218.86,104.22,135.49,198.02,135.49,149.85,228.72,165.62,244.49,191.54,90.14,131.83,121.68,229.85,67.6,72.11,81.12
low,2020-11-19 12:38:17,1368.83,410.65,410.65,205.32,177.95,164.26,110.88,73.92,82.13,49.28,36.96,53.38,131.41,119.09,106.77,110.87,94.45,44.49,133.46,41.06,44.35,36.14,42.71
average,2021-08-24 11:20:00,2193.33,636.06,745.73,350.93,241.27,219.33,184.46,165.38,108.13,25.44,76.33,89.49,231.18,246.09,178.98,189.5,161.43,103.75,137.52,83.35,50.45,57.03,28.51
high,2021-08-17 11:57:59,2854.82,884.99,884.99,399.67,428.22,256.93,123.9,265.5,97.35,97.35,141.6,212.4,274.35,212.4,185.85,211.83,187.84,248.37,179.85,177.28,33.4,20.55,25.69
low,2021-03-02 17:24:02,1912.56,745.9,650.27,153.0,172.13,191.26,171.56,119.34,126.8,82.05,111.88,97.54,162.57,201.58,188.58,100.98,52.02,49.92,122.21,70.77,32.51,53.55,34.43
average,2021-03-30 12:18:27,2196.79,790.84,724.94,219.68,241.65,219.68,150.26,213.53,86.99,126.53,94.9,181.24,152.24,202.98,188.48,131.81,87.87,60.41,181.24,90.07,39.54,43.94,46.13
high,2021-04-21 01:05:39,3100.03,992.01,961.01,465.0,310.0,372.0,297.6,198.4,178.56,89.28,69.44,153.76,297.91,269.08,240.25,325.5,139.5,192.2,117.8,234.36,18.6,81.84,37.2
low,2020-09-04 14:30:20,1471.76,367.94,529.83,235.48,206.05,132.46,77.27,95.66,40.47,69.91,36.79,79.47,121.86,169.55,158.95,129.51,105.97,76.24,129.81,54.31,22.52,29.14,26.49
average,2021-04-17 07:14:09,2223.51,667.05,733.76,244.59,289.06,289.06,180.1,186.77,93.39,46.69,60.03,124.74,242.14,161.43,205.45,129.63,114.96,121.41,167.65,205.23,28.91,23.12,31.8
high,2021-05-10 07:31:08,2665.25,879.53,852.88,453.09,266.53,213.22,105.54,158.32,149.52,184.7,114.34,93.82,264.39,272.92,221.75,276.38,176.71,87.95,178.58,81.02,51.17,46.91,34.12
low,2020-12-06 18:52:43,1236.78,420.51,371.03,148.41,136.05,160.78,50.46,113.54,75.69,50.46,67.28,51.94,107.6,92.76,118.73,78.66,69.75,77.55,58.5,65.92,32.16,27.33,35.37
average,2020-09-20 01:39:30,2240.25,873.7,649.67,201.62,313.63,201.62,139.79,174.74,166.0,157.27,113.58,77.96,214.39,201.4,155.92,137.1,64.52,97.23,216.4,98.79,30.24,28.23,44.36
high,2021-02-10 06:07:51,2916.27,758.23,962.37,466.6,437.44,291.63,204.72,90.99,144.06,113.73,98.57,240.59,250.22,182.85,288.71,251.96,214.64,284.34,153.1,195.39,29.16,37.91,29.16
low,2020-09-15 23:40:57,1466.38,454.58,571.89,131.97,161.3,146.64,109.1,104.55,86.37,50.0,68.19,120.1,154.41,160.13,137.25,88.42,43.55,104.85,56.45,93.85,22.0,16.13,14.66
average,2021-04-01 03:32:02,2246.71,876.22,831.28,202.2,134.8,202.2,210.29,175.24,157.72,105.15,70.1,207.82,216.13,257.7,149.63,125.36,76.84,83.58,51.22,135.47,36.4,16.18,14.15
high,2021-03-25 10:23:58,2462.03,787.85,837.09,295.44,344.68,196.96,204.84,157.57,110.3,94.54,110.3,226.01,200.9,200.9,209.27,203.85,91.59,134.43,210.25,80.75,35.45,43.33,37.42
low,2020-11-02 06:53:25,1305.0,404.55,365.4,247.95,169.65,117.45,117.32,60.68,56.64,64.73,44.5,65.77,102.31,109.62,87.7,128.93,119.02,91.61,78.04,58.73,19.97,18.79,19.97
average,2021-08-06 07:41:52,2193.0,701.76,570.18,307.02,285.09,328.95,91.23,189.48,133.33,98.25,140.35,62.72,131.14,176.76,199.56,171.93,135.09,91.23,193.86,180.92,42.76,49.34,55.92
high,2020-09-12 18:13:56,2518.95,654.93,906.82,377.84,377.84,201.52,117.89,170.28,91.69,104.79,65.49,253.91,226.71,235.77,190.43,188.92,188.92,154.91,222.93,80.61,42.32,22.17,56.43
low,2021-04-17 16:13:57,1443.5,418.61,534.1,202.09,158.78,129.91,50.23,75.35,79.54,41.86,117.21,144.21,154.89,112.16,122.84,109.13,92.96,101.62,57.16,87.04,11.69,16.89,14.29
average,2021-04-18 12:33:54,2206.1,595.65,595.65,286.79,419.16,308.85,166.78,95.3,83.39,107.22,65.52,113.17,154.87,131.04,196.56,186.41,100.38,259.88,159.28,145.16,61.77,40.15,61.77
high,2020-09-26 05:22:53,2856.88,1028.48,771.36,399.96,257.12,399.96,174.84,236.55,164.56,123.42,154.27,84.85,254.55,246.84,185.13,267.97,131.99,97.71,159.41,191.98,63.99,83.99,59.99
low,2020-09-11 21:01:53,1609.32,498.89,466.7,209.21,225.3,209.21,69.84,119.73,94.79,94.79,54.88,135.34,135.34,70.0,126.01,131.8,77.41,63.08,162.22,89.96,31.38,43.93,43.93
average,2021-01-18 13:56:27,2266.8,816.05,680.04,317.35,249.35,204.01,195.85,220.33,97.93,97.93,106.09,156.41,210.81,156.41,156.41,206.28,111.07,64.83,184.52,130.57,28.56,20.4,24.48
high,2020-11-08 15:56:17,2477.45,644.14,966.21,371.62,222.97,272.52,90.18,77.3,64.41,135.27,115.95,115.95,338.17,231.89,280.2,245.27,126.35,147.16,75.81,70.86,65.4,62.68,73.58
low,2021-05-13 00:06:54,1818.05,618.14,509.05,254.53,163.62,272.71,61.81,123.63,86.54,135.99,92.72,101.81,137.44,132.35,137.44,150.17,104.36,45.81,117.81,177.26,46.36,21.82,27.27
